ID,RAW,DID_MATCH,EXACT,ADDRESS,X,Y,
4963,"801 S Elm Searcy AR 0, , , ",Match,Non_Exact,"801 S ELM ST, SEARCY, AR, 72143",-91.7407379647931,35.2413010982629,L
3633,"174 Paukan AVE, St. Mary's, AK 99658, , , ",No_Match,,,,,
4964,"801 S Elm Searcy AR 0, , , ",Match,Non_Exact,"801 S ELM ST, SEARCY, AR, 72143",-91.7407379647931,35.2413010982629,L
3634,"100 Baker Street, St. Michael, AK 99659, , , ",No_Match,,,,,
4965,"801 S Elm Searcy AR 0, , , ",Match,Non_Exact,"801 S ELM ST, SEARCY, AR, 72143",-91.7407379647931,35.2413010982629,L
2309,"13.8 Mile Glacier Highway, Juneau, AK 99801, , , ",No_Match,,,,,
3635,"36 Abel Street, Stebbins, AK 99671, , , ",No_Match,,,,,
4966,"801 S Elm Searcy AR 0, , , ",Match,Non_Exact,"801 S ELM ST, SEARCY, AR, 72143",-91.7407379647931,35.2413010982629,L
2308,"8745 Glacier Highway Suite #328, Juneau, AK 99801, , , ",Match,Exact,"8745 GLACIER HWY, JUNEAU, AK, 99801",-134.577886201077,58.3634218592175,R
3636,"Caribou Street, Teller, AK 99778, , , ",No_Match,,,,,
4967,"7915 Sw Regional Airport Blvd Vaughn AR 72712, , , ",No_Match,,,,,
2307,"Mi 12.4 Glacier Highway, Juneau, AK 99801, , , ",No_Match,,,,,
3637,"270 Main Street, Unalakleet, AK 99684, , , ",Match,Non_Exact,"270 MAIN RD, UNALAKLEET, AK, 99684",-160.792285076838,63.8763878067979,R
4968,"334 Hwy 314 Plainview AR 0, , , ",Match,Non_Exact,"334 STATE HWY 314, PLAINVIEW, AR, 72857",-93.1524713777243,34.8787394464254,R
4980,"1803 Hwy 367 N Bald Knob AR 0, , , ",Match,Non_Exact,"1803 HWY 367 N, BALD KNOB, AR, 72010",-91.5816888050938,35.3031337727141,L
3650,"519 Church Street, Kobuk, AK 99751, , , ",No_Match,,,,,
4981,"1803 Hwy 367 N Bald Knob AR 0, , , ",Match,Non_Exact,"1803 HWY 367 N, BALD KNOB, AR, 72010",-91.5816888050938,35.3031337727141,L
3651,"163 Lagoon Street, Kotzebue, AK 99752, , , ",Match,Exact,"163 LAGOON ST, KOTZEBUE, AK, 99752",-162.599057078013,66.8950850592968,L
4982,"1803 Hwy 367 N Bald Knob AR 0, , , ",Match,Non_Exact,"1803 HWY 367 N, BALD KNOB, AR, 72010",-91.5816888050938,35.3031337727141,L
2320,"820 Glacier Avenue, Juneau, AK 99801, , , ",Match,Exact,"820 GLACIER AVE, JUNEAU, AK, 99801",-134.420962287215,58.3010137868341,R
2317,"400 W 11Th St, Juneau, AK 99801, , , ",Match,Exact,"400 W 11TH ST, JUNEAU, AK, 99801",-134.41877593889,58.3039641294943,R
3649,"Bering Street, Kivalina, AK 99750, , , ",No_Match,,,,,
1,"2610 HIGHWAY 14 W, AUTAUGAVILLE, AL 36003, , , ",Match,Exact,"2610 AL HIGHWAY 14 W, AUTAUGAVILLE, AL, 36003",-86.6557983667635,32.4318888148968,L
2316,"350 Whittier Ave, Juneau, AK 99801, , , ",Match,Non_Exact,"350 WHITTIER ST, JUNEAU, AK, 99801",-134.414079855941,58.2999221922553,L
2,"2159 COUNTY RD 37, BILLINGSLEY, AL 36006, , , ",Match,Exact,"2159 CO RD 37, BILLINGSLEY, AL, 36006",-86.7048928679909,32.6624350655503,L
2315,"Gustavus Road, Gustavus, AK 99826, , , ",No_Match,,,,,
3,"2301 COUNTY RD 66, PRATTVILLE, AL 36067, , , ",Match,Exact,"2301 CO RD 66, PRATTVILLE, AL, 36067",-86.496511225467,32.5974536407938,L
2314,"1016 3Rd Street, Douglas, AK 99801, , , ",Match,Non_Exact,"1016 3RD ST, DOUGLAS, AK, 99824",-134.39501246195,58.2767670151393,L
4,"1701 COUNTY ROAD 10, BOOTH, AL 36008, , , ",Match,Non_Exact,"1701 CO RD 10, PRATTVILLE, AL, 36067",-86.5709895574512,32.5028998126526,R
2313,"4212 Mendenhall Loop Road, Juneau, AK 99801, , , ",Match,Non_Exact,"4212 MENDENHALL BLVD, JUNEAU, AK, 99801",-134.569332023026,58.3917117296433,L
5,"201 WOODVALE ROAD, PRATTVILLE, AL 36067, , , ",Match,Exact,"201 WOODVALE RD, PRATTVILLE, AL, 36067",-86.4575074494926,32.468539682245,R
2312,"3921 Mendenhall Loop Road, Juneau, AK 99801, , , ",Match,Exact,"3921 MENDENHALL LOOP RD, JUNEAU, AK, 99801",-134.568613187478,58.3903340899799,R
6,"3613 HWY 14 W, AUTAUGAVILLE, AL 36003, , , ",Match,Exact,"3613 AL HIGHWAY 14 W, AUTAUGAVILLE, AL, 36003",-86.7955710007347,32.4607854987703,L
2311,"9161 Cinema Dr, Juneau, AK 99801, , , ",No_Match,,,,,
7,"131 NORTH COURT ST, PRATTVILLE, AL 36067, , , ",Match,Exact,"131 N COURT ST, PRATTVILLE, AL, 36067",-86.4755387836456,32.4635130198922,R
2310,"9105 Mendenhall Mall Road, Juneau, AK 99801, , , ",Match,Exact,"9105 MENDENHALL MALL RD, JUNEAU, AK, 99801",-134.587037698228,58.3721251657663,R
8,"1524 COUNTY RD 39, DEATSVILLE, AL 36022, , , ",Match,Exact,"1524 CO RD 39, DEATSVILLE, AL, 36022",-86.422657647544,32.5331418536055,R
3641,"3031 Main Street, Anaktuvuk Pass, AK 99721, , , ",Match,Exact,"3031 MAIN ST, ANAKTUVUK PASS, AK, 99721",-151.735889455887,68.142188536313,L
4972,"51 Boniface Street Subiaco AR 72865, , , ",Match,Non_Exact,"51 BONIFACE, SUBIACO, AR, 72865",-93.633371606112,35.2919630305503,R
9,"424 S. NORTHINGTON ST., PRATTVILLE, AL 36067, , , ",Match,Exact,"424 S NORTHINGTON ST, PRATTVILLE, AL, 36067",-86.4676062311048,32.4575240742155,R
3642,"5010 Ekosik Street, Atqasuk, AK 99791, , , ",No_Match,,,,,
4973,"4399 Huntsville Rd Fayetteville AR 0, , , ",Match,Non_Exact,"4399 E HUNTSVILLE RD, FAYETTEVILLE, AR, 72701",-94.0981042325973,36.0491055795259,R
3643,"1274 Agvik Street, Barrow, AK 99723, , , ",Match,Exact,"1274 AGVIK ST, BARROW, AK, 99723",-156.782431568438,71.2921444967105,L
4974,"4399 Huntsville Rd Fayetteville AR 0, , , ",Match,Non_Exact,"4399 E HUNTSVILLE RD, FAYETTEVILLE, AR, 72701",-94.0981042325973,36.0491055795259,R
3644,"5421 North Star Street, Barrow, AK 99723, , , ",No_Match,,,,,
4975,"4399 Huntsville Rd Fayetteville AR 0, , , ",Match,Non_Exact,"4399 E HUNTSVILLE RD, FAYETTEVILLE, AR, 72701",-94.0981042325973,36.0491055795259,R
3645,"49 Old Airport Road, Buckland, AK 99727, , , ",Match,Non_Exact,"49 AIRPORT RD, BUCKLAND, AK, 99727",-161.126157796509,65.977461691705,R
4976,"494 LR 11 Ashdown AR 71822, , , ",No_Match,,,,,
3646,"59 Main Street, Deering, AK 99736, , , ",No_Match,,,,,
4977,"2817 Hwy 32W Foreman AR 71836, , , ",Match,Non_Exact,"2817 STATE HWY 32, FOREMAN, AR, 71836",-94.3702012335948,33.6872193719034,L
2319,"5601 Tonsgard Court, Juneau, AK 99801, , , ",Match,Exact,"5601 TONSGARD CT, JUNEAU, AK, 99801",-134.495489236819,58.3556058539868,L
3647,"2051 Barter AVE, Kaktovik, AK 99747, , , ",Match,Exact,"2051 BARTER AVE, KAKTOVIK, AK, 99747",-143.615689410927,70.1286154791956,R
4978,"1880 Forest Hills Blvd Bella Vista AR 72715, , , ",Match,Exact,"1880 FOREST HILLS BLVD, BELLA VISTA, AR, 72715",-94.3014287747118,36.4591362137521,L
2318,"3235 Hospital Dr, Juneau, AK 99801, , , ",Match,Exact,"3235 HOSPITAL DR, JUNEAU, AK, 99801",-134.470435987827,58.3300890893117,R
3648,"Casonoff Street, Kiana, AK 99749, , , ",No_Match,,,,,
4979,"2054 Good Springs Road Heber Springs AR 72543, , , ",Match,Exact,"2054 GOOD SPRINGS RD, HEBER SPRINGS, AR, 72543",-91.9083368163938,35.4043897664112,L
4990,"509 Hwy 108 Ashdown AR 71822, , , ",Match,Exact,"509 STATE HWY 108, ASHDOWN, AR, 71822",-94.1807295160671,33.6986103571356,L
3660,"1800 COLLEGE RD, FAIRBANKS, AK, , , ",Match,Exact,"1800 COLLEGE RD, FAIRBANKS, AK, 99709",-147.759148697134,64.8635825065651,R
4991,"Thornton AR 0, , , ",No_Match,,,,,
3661,"907 TERMINAL ST, FAIRBANKS, AK, , , ",No_Match,,,,,
4992,"Thornton AR 0, , , ",No_Match,,,,,
3662,"101 DUNKEL ST, FAIRBANKS, AK, , , ",Match,Exact,"101 DUNKEL ST, FAIRBANKS, AK, 99701",-147.713348741369,64.845965892603,R
4993,"Thornton AR 0, , , ",No_Match,,,,,
1000,"1520 EXETER CT, BESSEMER, AL 35020, , , ",Match,Exact,"1520 EXETER CT, BESSEMER, AL, 35020",-86.9465433227898,33.3924159814347,R
2331,"400 Old Homestead Road, Ketchikan, AK 99901, , , ",Match,Exact,"400 OLD HOMESTEAD RD, KETCHIKAN, AK, 99901",-131.568253515111,55.3121433522055,L
2330,"2841 S Tongass Hwy, Saxman, AK 99901, , , ",Match,Exact,"2841 S TONGASS HWY, SAXMAN, AK, 99901",-131.591235527563,55.3156983264132,L
2328,"7550 N Tongass Highway, Ketchikan, AK 99901, , , ",Match,Exact,"7550 N TONGASS HWY, KETCHIKAN, AK, 99901",-131.730527092227,55.4088457820634,L
2327,"106 Denali Alley, Coffman Cove, AK 99918, , , ",No_Match,,,,,
2326,"3501 Tongass Avenue, Ketchikan, AK 99901, , , ",Match,Non_Exact,"3501 S TONGASS HWY, KETCHIKAN, AK, 99901",-131.579141823395,55.3099530759225,L
2325,"2417 Tongass Avenue Suite 215, Ketchikan, AK 99901, , , ",Match,Exact,"2417 TONGASS AVE, KETCHIKAN, AK, 99901",-131.673647924386,55.3492952480083,R
2324,"217 Schoenbar Road, Ketchikan, AK 99901, , , ",Match,Exact,"217 SCHOENBAR RD, KETCHIKAN, AK, 99901",-131.63758549975,55.3459365416048,L
2323,"Tenakee Avenue, Tenakee Springs, AK 99841, , , ",No_Match,,,,,
2322,"700 Spring Street, Skagway, AK 99840, , , ",No_Match,,,,,
2321,"109 Charles W Street, Petersburg, AK 99833, , , ",No_Match,,,,,
3652,"Noatak, AK 99761, , , ",No_Match,,,,,
4983,"1803 Hwy 367 N Bald Knob AR 0, , , ",Match,Non_Exact,"1803 HWY 367 N, BALD KNOB, AR, 72010",-91.5816888050938,35.3031337727141,L
3653,"20 Fireweed Drive, Noorvik, AK 99763, , , ",Match,Exact,"20 FIREWEED DR, NOORVIK, AK, 99763",-161.048314461035,66.8310638030168,L
4984,"1803 Hwy 367 N Bald Knob AR 0, , , ",Match,Non_Exact,"1803 HWY 367 N, BALD KNOB, AR, 72010",-91.5816888050938,35.3031337727141,L
3654,"2230 2nd AVE, Nuiqsut, AK 99789, , , ",Match,Exact,"2230 2ND AVE, NUIQSUT, AK, 99789",-150.996515650135,70.2173069264778,R
4985,"1803 Hwy 367 N Bald Knob AR 0, , , ",Match,Non_Exact,"1803 HWY 367 N, BALD KNOB, AR, 72010",-91.5816888050938,35.3031337727141,L
3655,"530 Natchiq Street, Point Hope, AK 99766, , , ",Match,Exact,"530 NATCHIQ ST, POINT HOPE, AK, 99766",-166.734059478613,68.3469855832723,L
4986,"6660 Wilburn Road Wilburn AR 72179, , , ",Match,Exact,"6660 WILBURN RD, WILBURN, AR, 72179",-91.8599001850435,35.46491825538,L
3656,"Point Lay, AK 99770, , , ",No_Match,,,,,
4987,"509 Hwy 108 Ashdown AR 71822, , , ",Match,Exact,"509 STATE HWY 108, ASHDOWN, AR, 71822",-94.1807295160671,33.6986103571356,L
3657,"Selawik, AK 99770, , , ",No_Match,,,,,
4988,"509 Hwy 108 Ashdown AR 71822, , , ",Match,Exact,"509 STATE HWY 108, ASHDOWN, AR, 71822",-94.1807295160671,33.6986103571356,L
3658,"Hall Street, Shungnak, AK 99773, , , ",No_Match,,,,,
4989,"509 Hwy 108 Ashdown AR 71822, , , ",Match,Exact,"509 STATE HWY 108, ASHDOWN, AR, 71822",-94.1807295160671,33.6986103571356,L
2329,"13110 N Tongass Highway, Ketchikan, AK 99901, , , ",Match,Exact,"13110 N TONGASS HWY, KETCHIKAN, AK, 99901",-131.819361662273,55.4527976378876,L
3659,"1216 Airport Road, Wainwright, AK 99782, , , ",No_Match,,,,,
3670,"250 3RD STREET SUITE 6, FAIRBANKS, AK, , , ",Match,Exact,"250 3RD ST, FAIRBANKS, AK, 99701",-147.703696624537,64.8478659845154,L
3671,"600 TRAINOR GATE ROAD, FAIRBANKS, AK, , , ",Match,Exact,"600 TRAINOR GATE RD, FAIRBANKS, AK, 99701",-147.667732256088,64.8451113932595,L
3672,"1044 MARKS ROAD, FORT WAINWRIGHT, AK, , , ",Match,Exact,"1044 MARKS RD, FORT WAINWRIGHT, AK, 99703",-147.609316139222,64.8431012936068,L
3673,"2371 BRADWAY ROAD, NORTH POLE, AK, , , ",Match,Exact,"2371 BRADWAY RD, NORTH POLE, AK, 99705",-147.406686789896,64.8057444884066,R
1011,"BANQUET ROOM, 5500 STADIUM TRACE PKWY, HOOVER, AL 35244, , , ",No_Match,,,,,
2342,"609 Summit Street, Klawock, AK 99925, , , ",Match,Exact,"609 SUMMIT ST, KLAWOCK, AK, 99925",-133.095687460826,55.555081544724,L
1010,"2501 UNIVERSITY BLVD, BIRMINGHAM, AL 35233, , , ",Match,Exact,"2501 UNIVERSITY BLVD, BIRMINGHAM, AL, 35233",-86.792124357667,33.5079767073302,R
2341,"Peele & Jones Street, Kasaan, AK 99919, , , ",No_Match,,,,,
2340,"264 Front St, Kake, AK 99830, , , ",No_Match,,,,,
1008,"608 13TH ST S, BIRMINGHAM, AL 35205, , , ",Match,Non_Exact,"608 13TH ST S, BIRMINGHAM, AL, 35233",-86.8103183603666,33.5022345369009,R
2339,"Eighth St Extension, Hydaburg, AK 99922, , , ",No_Match,,,,,
1007,"3125 SPAULDING ST SW, BIRMINGHAM, AL 35221, , , ",Match,Exact,"3125 SPAULDING ST SW, BIRMINGHAM, AL, 35221",-86.8958023304801,33.4472044007246,L
2338,"300 Garteeni Highway, Hoonah, AK 99829, , , ",Match,Exact,"300 GARTEENI HWY, HOONAH, AK, 99829",-135.443930973714,58.1087400649289,R
1006,"2916 WILSON RD SW, BIRMINGHAM, AL 35221, , , ",No_Match,,,,,
2337,"Mosquito Lake Road, Haines, AK 99827, , , ",No_Match,,,,,
1005,"5904 HIGON AVE, BIRMINGHAM, AL 35228, , , ",Match,Non_Exact,"5904 HIGAN AVE, BIRMINGHAM, AL, 35228",-86.9302802571598,33.4338099606555,L
2336,"113 Haines Highway, Haines, AK 99827, , , ",Match,Exact,"113 HAINES HWY, HAINES, AK, 99827",-135.919324464322,59.4111510177756,R
1004,"4812 AVENUE W, BIRMINGHAM, AL 35208, , , ",Match,Exact,"4812 AVENUE W, BIRMINGHAM, AL, 35208",-86.8740903354337,33.49361279112,R
2335,"500 Third Street, Craig, AK 99921, , , ",Match,Exact,"500 3RD ST, CRAIG, AK, 99921",-133.151370898366,55.4761221430062,L
1003,"5208 54TH ST SW, BIRMINGHAM, AL 35221, , , ",Match,Exact,"5208 54TH ST SW, BIRMINGHAM, AL, 35221",-86.9108990939019,33.4405740039581,L
2334,"315 Heendae Street, Angoon, AK 99820, , , ",No_Match,,,,,
1002,"100 14TH STREET S, BESSEMER, AL 35020, , , ",Match,Exact,"100 14TH ST S, BESSEMER, AL, 35020",-86.954128908393,33.3948642236325,R
2333,"296 Campbell Dr, Wrangell, AK 99929, , , ",No_Match,,,,,
1001,"1992 WENONAH OXMOOR RD, BIRMINGHAM, AL 35211, , , ",Match,Non_Exact,"1992 OXMOOR RD, BIRMINGHAM, AL, 35209",-86.7893213079295,33.4782280291366,L
2332,"120 Freeman Dr, Thorne Bay, AK 99919, , , ",Match,Exact,"120 FREEMAN DR, THORNE BAY, AK, 99919",-132.521528202767,55.6861450168907,R
3663,"1215 COWLES STREET, FAIRBANKS, AK, , , ",Match,Exact,"1215 COWLES ST, FAIRBANKS, AK, 99701",-147.73853974583,64.8384454394741,R
4994,"Thornton AR 0, , , ",No_Match,,,,,
3664,"1150 WILBUR ST, FAIRBANKS, AK, , , ",Match,Exact,"1150 WILBUR ST, FAIRBANKS, AK, 99701",-147.761956393917,64.8387362353031,R
4995,"128 Highway 128 Hoxie AR 72433, , , ",No_Match,,,,,
3665,"2300 AIRPORT WAY, FAIRBANKS, AK, , , ",Match,Exact,"2300 AIRPORT WAY, FAIRBANKS, AK, 99709",-147.772798055514,64.8368344481708,R
4996,"19 S. Main St Strawberry AR 72469, , , ",Match,Exact,"19 S MAIN ST, STRAWBERRY, AR, 72469",-91.3212167605581,35.9663765771087,R
3666,"1255 AIRPORT WAY, FAIRBANKS, AK, , , ",Match,Exact,"1255 AIRPORT WAY, FAIRBANKS, AK, 99701",-147.740860666721,64.8369403812038,R
4997,"19 S. Main St Strawberry AR 72469, , , ",Match,Exact,"19 S MAIN ST, STRAWBERRY, AR, 72469",-91.3212167605581,35.9663765771087,R
3667,"2400 RICKERT STREET, FAIRBANKS, AK, , , ",Match,Exact,"2400 RICKERT ST, FAIRBANKS, AK, 99701",-147.718770604758,64.8251775415477,L
4998,"116 S. Highway 115 Smithville AR 724676, , , ",Match,Non_Exact,"116 STATE HWY 115, SMITHVILLE, AR, 72466",-91.3032938950353,36.0819265354409,R
3668,"2300 AIRPORT WAY, FAIRBANKS, AK, , , ",Match,Exact,"2300 AIRPORT WAY, FAIRBANKS, AK, 99709",-147.772798055514,64.8368344481708,R
4999,"116 S. Highway 115 Smithville AR 724676, , , ",Match,Non_Exact,"116 STATE HWY 115, SMITHVILLE, AR, 72466",-91.3032938950353,36.0819265354409,R
3669,"771 BADGER ROAD, NORTH POLE, AK, , , ",Match,Exact,"771 BADGER RD, NORTH POLE, AK, 99705",-147.56796563015,64.8175760908555,R
1009,"1814 11TH AVE S, BIRMINGHAM, AL 35205, , , ",Match,Exact,"1814 11TH AVE S, BIRMINGHAM, AL, 35205",-86.7990361498658,33.4993893185859,L
3680,"1300 GOLDSTREAM ROAD, FAIRBANKS, AK, , , ",Match,Exact,"1300 GOLDSTREAM RD, FAIRBANKS, AK, 99709",-147.775427194058,64.9515072886284,R
3681,"2645 GOLDSTREAM ROAD, FAIRBANKS, AK, , , ",Match,Exact,"2645 GOLDSTREAM RD, FAIRBANKS, AK, 99709",-147.912523108938,64.9136952659803,L
3682,"32 COLLEGE ROAD, FAIRBANKS, AK, , , ",Match,Exact,"32 COLLEGE RD, FAIRBANKS, AK, 99701",-147.702890891065,64.8506576307763,R
3683,"32 COLLEGE ROAD, FAIRBANKS, AK, , , ",Match,Exact,"32 COLLEGE RD, FAIRBANKS, AK, 99701",-147.702890891065,64.8506576307763,R
3684,"601 LOFTUS ROAD, FAIRBANKS, AK, , , ",Match,Exact,"601 LOFTUS RD, FAIRBANKS, AK, 99709",-147.843950879606,64.8456496124423,L
1022,"2500 BROOKLANE DR, BESSEMER, AL 35023, , , ",No_Match,,,,,
2353,"403 Marine Way West, Kodiak, AK 99615, , , ",Match,Exact,"403 MARINE WAY W, KODIAK, AK, 99615",-152.407484758607,57.7877462737091,R
1021,"6270 PARK SOUTH DR, BESSEMER, AL 35022, , , ",No_Match,,,,,
2352,"Larsen Bay, AK 99624, , , ",No_Match,,,,,
1020,"2684 MOUNT OLIVE RD, MOUNT OLIVE, AL 35117, , , ",Match,Exact,"2684 MOUNT OLIVE RD, MOUNT OLIVE, AL, 35117",-86.8541739737428,33.6700053566699,R
2351,"538 Sargent Creek Road, Kodiak, AK 99624, , , ",Match,Non_Exact,"538 SARGENT CREEK RD, KODIAK, AK, 99615",-152.579239805813,57.7143139873891,L
2350,"First Street, Cordova, AK 99574, , , ",No_Match,,,,,
1019,"1130 9TH AVE SW, BESSEMER, AL 35022, , , ",Match,Exact,"1130 9TH AVE SW, BESSEMER, AL, 35022",-86.9952435612456,33.3692733011341,R
1018,"FAMILY LIFE CENTER, 1348 HUEYTOWN RD, BESSEMER, AL 35023, , , ",Match,Non_Exact,"1348 HUEYTOWN RD, BESSEMER, AL, 35023",-86.9963772278103,33.4463662888786,R
2349,"Chiniak Tsunami Center, Chiniak, AK 99615, , , ",No_Match,,,,,
1017,"4600 PRESERVE PKWY, BIRMINGHAM, AL 35226, , , ",Match,Exact,"4600 PRESERVE PKWY, BIRMINGHAM, AL, 35226",-86.8481735525024,33.3621047991625,L
2348,"330 Harbor Drive, Sitka, AK 99835, , , ",No_Match,,,,,
1016,"635 9TH WAY, PLEASANT GROVE, AL 35127, , , ",Tie,,,,,
2347,"330 Harbor Drive, Sitka, AK 99835, , , ",No_Match,,,,,
1015,"724 4TH ST, PLEASANT GROVE, AL 35127, , , ",Match,Exact,"724 4TH ST, PLEASANT GROVE, AL, 35127",-86.9745049551991,33.5000238920018,L
2346,"Port Alexander, AK 99836, , , ",No_Match,,,,,
1014,"4954 EASTERN VALLEY RD, MC CALLA, AL 35111, , , ",Match,Exact,"4954 EASTERN VALLEY RD, MC CALLA, AL, 35111",-87.0040782646831,33.3254380849127,R
2345,"Salmon Way, Pelican, AK 99832, , , ",No_Match,,,,,
1013,"6922 POCAHONTAS RD, BESSEMER, AL 35022, , , ",Match,Exact,"6922 POCAHONTAS RD, BESSEMER, AL, 35022",-86.9829485030085,33.3021878262056,L
2344,"Upper Milton Street, Metlakatla, AK 99926, , , ",No_Match,,,,,
1012,"FINLEY CENTER, 5508 STADIUM TRACE PKWY, HOOVER, AL 35244, , , ",No_Match,,,,,
2343,"Klukwan, Klukwan, AK 99827, , , ",No_Match,,,,,
3674,"301 N SANTA CLAUS LN, NORTH POLE, AK, , , ",Match,Exact,"301 N SANTA CLAUS LN, NORTH POLE, AK, 99705",-147.352708682133,64.7567343742994,R
3675,"301 N SANTA CLAUS LN, NORTH POLE, AK, , , ",Match,Exact,"301 N SANTA CLAUS LN, NORTH POLE, AK, 99705",-147.352708682133,64.7567343742994,R
3676,"125 SNOWMAN LANE, NORTH POLE, AK, , , ",Match,Exact,"125 SNOWMAN LN, NORTH POLE, AK, 99705",-147.350912457856,64.7550258278094,R
3677,"301 N SANTA CLAUS LANE, NORTH POLE, AK, , , ",Match,Exact,"301 N SANTA CLAUS LN, NORTH POLE, AK, 99705",-147.352708682133,64.7567343742994,R
3678,"3570 OLD NENANA HIGHWAY, ESTER, AK, , , ",Match,Exact,"3570 OLD NENANA HWY, ESTER, AK, 99725",-148.01882264995,64.8446929405563,L
3679,"1811 FARMERS LOOP ROAD, FAIRBANKS, AK, , , ",Match,Exact,"1811 FARMERS LOOP RD, FAIRBANKS, AK, 99709",-147.823967225092,64.8738638051926,R
3690,"2358 BRADWAY RD, NORTH POLE, AK, , , ",Match,Exact,"2358 BRADWAY RD, NORTH POLE, AK, 99705",-147.4073031206,64.8058620574915,L
3691,"3480 COLLEGE RD, FAIRBANKS, AK, , , ",Match,Exact,"3480 COLLEGE RD, FAIRBANKS, AK, 99709",-147.807269513305,64.8564787287309,R
3692,"PATTY CENTER AT UAF, FAIRBANKS, AK, , , ",No_Match,,,,,
3693,"5000 PALO VERDE AVE, FAIRBANKS, AK, , , ",Match,Exact,"5000 PALO VERDE AVE, FAIRBANKS, AK, 99709",-147.8682222523,64.8386556908261,L
3694,"1ST AVENUE, ANDERSON, AK, , , ",No_Match,,,,,
3695,"NA, , , ",No_Match,,,,,
1033,"171 2ND ST SW, GRAYSVILLE, AL 35073, , , ",Match,Exact,"171 2ND ST SW, GRAYSVILLE, AL, 35073",-86.9743888198445,33.6283443020783,L
2364,"Ekwok, AK 99580, , , ",No_Match,,,,,
1032,"1069 TIN MILL RD, DOLOMITE, AL 35061, , , ",No_Match,,,,,
2363,"Dillingham, AK 99576, , , ",No_Match,,,,,
1031,"10005 CORNER SCHOOL RD, WARRIOR, AL 35180, , , ",Match,Exact,"10005 CORNER SCHOOL RD, WARRIOR, AL, 35180",-86.9415592001462,33.8007428078819,R
2362,"Aleknagik, AK 99555, , , ",No_Match,,,,,
1030,"1220 ALLIANCE RD, BESSEMER, AL 35023, , , ",Match,Exact,"1220 ALLIANCE RD, BESSEMER, AL, 35023",-87.1267614255786,33.5468105949529,L
2361,"609 Forest Hwy 10, Yakutat, AK 99689, , , ",No_Match,,,,,
2360,"Kenai St, Whittier, AK 99693, , , ",No_Match,,,,,
1029,"2101 GRAND AVE, STE. 117, BIRMINGHAM, AL 35226, , , ",Match,Non_Exact,"2101 GRANT AVE, BIRMINGHAM, AL, 35228",-86.9280146621245,33.4439875374653,L
1028,"7049 TAYLORS FERRY RD, BESSEMER, AL 35023, , , ",Match,Exact,"7049 TAYLORS FERRY RD, BESSEMER, AL, 35023",-87.0791943700298,33.4824512967537,L
2359,"Tatitlek, AK 99677, , , ",No_Match,,,,,
1027,"3253 VIRGINIA DR, BESSEMER, AL 35023, , , ",Match,Exact,"3253 VIRGINIA DR, BESSEMER, AL, 35023",-87.0455521351225,33.418758978321,L
2358,"207 Spruce Drive, Port Lions, AK 99550, , , ",Match,Exact,"207 SPRUCE DR, PORT LIONS, AK, 99550",-152.884861494752,57.8662151930042,R
1026,"452 PARK AVE, BIRMINGHAM, AL 35226, , , ",Match,Exact,"452 PARK AVE, BIRMINGHAM, AL, 35226",-86.8562386597129,33.4015558742206,L
2357,"3Rd Street, Ouzinkie, AK 99644, , , ",No_Match,,,,,
1025,"5101 ADAMS AVE, ADAMSVILLE, AL 35005, , , ",Match,Exact,"5101 ADAMS AVE, ADAMSVILLE, AL, 35005",-86.9580653218519,33.600829779434,L
