chapter,place,title,date,location,year,latitude,longitude
rladies,amsterdam,Winter Code-a-thon Kick-Off,2019-11-02,inperson,2019,52.3730796,4.8924534
rladies,sao-paulo,14º Meetup R-Ladies São Paulo - Machine Learning,2019-10-31,inperson,2019,-23.5506507,-46.6333824
rladies,auckland,"Signed, sealed, delivered: An introduction to developing R packages",2019-10-31,inperson,2019,-36.852095,174.7631803
rladies,la-paz,Mis primeros pasos en R. Aprendiendo tidyverse con datos de Game of Thrones.,2019-10-30,inperson,2019,-16.4955455,-68.1336229
rladies,guayaquil,¡Primer meet-up R-Ladies Guayaquil!,2019-10-30,inperson,2019,-2.1900563,-79.8868741
rladies,santa-barbara,Basics of building Shiny apps in R,2019-10-30,inperson,2019,34.4221319,-119.702667
rladies,edinburgh,R Markdown – from RStudio to Word/PDF/website with a single push of a button,2019-10-30,inperson,2019,55.9533456,-3.1883749
rladies,denver,R-Ladies First Meetup,2019-10-29,inperson,2019,39.7392364,-104.984862
rladies,dallas,October R-Ladies Community Meetup @ UT-Dallas,2019-10-29,inperson,2019,32.7762719,-96.7968559
rladies,austin,Spooky Data Stories / Halloween Happy Hour!,2019-10-29,inperson,2019,30.2711286,-97.7436995
rladies,seattle,Spooky data stories,2019-10-29,inperson,2019,47.6038321,-122.330062
rladies,florianopolis,5º Meetup R-Ladies Floripa | Minicurso de R,2019-10-29,inperson,2019,-27.5973002,-48.5496098
rladies,chicago,Hacktoberfest: Hack or Treat!,2019-10-29,inperson,2019,41.8755616,-87.6244212
rladies,perth,Book Club - R for Data Science,2019-10-29,inperson,2019,-31.9558933,115.8605855
rladies,boston,R-Ladies Boston & Boston useR Group: Lightning Talks with the Tidyverse Team,2019-10-29,inperson,2019,42.3554334,-71.060511
rladies,budapest,OktóbeR,2019-10-29,inperson,2019,47.4978918,19.0401609
rladies,johannesburg,Oct meetup: Survival analysis in R,2019-10-29,inperson,2019,-26.205,28.049722
rladies,san-jose,Introducción a Xaringan,2019-10-29,inperson,2019,37.3361663,-121.890591
rladies,bariloche,Graficando con ggplot2 TURNO TARDE,2019-10-29,inperson,2019,-41.1334421,-71.3098425
rladies,ames,TidyTuesday,2019-10-29,inperson,2019,50.536715,2.4086536
rladies,bariloche,Graficando con ggplot2 TURNO MAÑANA,2019-10-29,inperson,2019,-41.1334421,-71.3098425
rladies,taipei,[ML Series] Machine Learning 從入門到崩潰,2019-10-28,inperson,2019,25.0375198,121.5636796
rladies,melbourne,"R-Shiny Tricks or Treats, Maybe Both?",2019-10-28,inperson,2019,-37.8142454,144.9631732
rladies,oslo,Lightning talks with RLadies Oslo - inspire and be inspired!,2019-10-28,inperson,2019,59.9133301,10.7389701
rladies,jakarta,R-Ladies Jakarta 4th Meetup: Visualization,2019-10-26,inperson,2019,-6.175247,106.8270488
rladies,novi-sad,Meetup #4 Vizualizacija u R-u,2019-10-26,inperson,2019,45.2551338,19.8451756
rladies,kyiv,Cluster Analysis in R: Basic Concepts and Methods,2019-10-26,inperson,2019,50.4500336,30.5241361
rladies,miami,Accelerated Design Thinking Sprint Workshop,2019-10-26,inperson,2019,25.7741728,-80.19362
rladies,rio,Meetup R-Ladies Rio de Janeiro Outubro 2019 ,2019-10-24,inperson,2019,-22.9110137,-43.2093727
rladies,concepcion,Minería de Textos,2019-10-24,inperson,2019,-36.8270795,-73.0502399
rladies,london,Time series forecasting using ARIMA,2019-10-24,inperson,2019,51.5074456,-0.1277653
rladies,amsterdam,GitHub 101: Keep better track of your code,2019-10-24,inperson,2019,52.3730796,4.8924534
rladies,stockholm,Basics in R package building: user centered problems and solutions,2019-10-23,inperson,2019,59.3251172,18.0710935
rladies,bucharest,R-Ladies Bucharest Community #2,2019-10-22,inperson,2019,44.4361414,26.1027202
rladies,newyork,Using R to Make Psychological Scales and Data Dictionaries,2019-10-22,inperson,2019,48.1187679,11.5485464
rladies,helsinki,ggplot2 for data visualisation,2019-10-22,inperson,2019,60.1674881,24.9427473
rladies,ames,TidyTuesday,2019-10-22,inperson,2019,50.536715,2.4086536
rladies,gainesville,Intro to R and RStudio,2019-10-21,inperson,2019,29.6519684,-82.3249846
rladies,east-lansing,Data Wrangling & Visualization in R,2019-10-21,inperson,2019,42.7320307,-84.4721678
rladies,philly,October Happy Hour,2019-10-21,inperson,2019,39.9527237,-75.1635262
rladies,cuernavaca,Primer meetup de R-Ladies Cuernavaca: Introducción a R y RStudio,2019-10-21,inperson,2019,18.9218274,-99.2342282
rladies,new-delhi,HacktoberFest ,2019-10-20,inperson,2019,28.6138954,77.2090057
rladies,concepcion,Workshop Interno Rladies,2019-10-19,inperson,2019,-36.8270795,-73.0502399
rladies,novi-sad,Meetup #3 Osnove programiranja u R-u,2019-10-19,inperson,2019,45.2551338,19.8451756
rladies,manchester,Manchester Hacktoberfest,2019-10-19,inperson,2019,53.4794892,-2.2451148
rladies,la,Advanced R Book Club Part 5: Debugging!,2019-10-19,inperson,2019,34.0536909,-118.242766
rladies,buenos-aires,"Taller ""R para nerds"" en NERDEARLA",2019-10-19,inperson,2019,-34.6075682,-58.4370894
rladies,xalapa,Visualización de datos en R usando ggplot2,2019-10-19,inperson,2019,19.5408338,-96.9146374
rladies,lviv,NASA SpaceApps Challenge 2019,2019-10-18,inperson,2019,49.841952,24.0315921
rladies,vancouver,Hackseq19,2019-10-18,inperson,2019,49.2608724,-123.113952
rladies,montreal,R-Ladies Meeting: TBC,2019-10-17,inperson,2019,45.5031824,-73.5698065
rladies,montreal,R-Ladies Meeting: TBC,2019-10-17,inperson,2019,45.5031824,-73.5698065
rladies,cape-town,Introduction to Natural Language Processing,2019-10-17,inperson,2019,-33.928992,18.417396
rladies,iowa-city,Data Visualization Using ggplot2!,2019-10-17,inperson,2019,41.6612561,-91.5299106
rladies,kyiv,Data Science Study Group,2019-10-16,inperson,2019,50.4500336,30.5241361
rladies,sao-paulo,13º Meetup - Edição Especial Outubro Rosa: CONRE-3 & R-Ladies São Paulo,2019-10-16,inperson,2019,-23.5506507,-46.6333824
rladies,kansas-city,Nerding Out: An R-Ladies Social,2019-10-16,inperson,2019,39.100105,-94.5781416
rladies,sydney,Gettin' Vizzy Wit It: Tidy Tuesday ,2019-10-16,inperson,2019,-33.768528,150.9568559523945
rladies,san-francisco,Workshop: Transitioning into the tidyverse,2019-10-16,inperson,2019,37.7790262,-122.419906
rladies,el-paso,R startup & data-wrangling tutorial,2019-10-16,inperson,2019,31.7550511,-106.488234
rladies,madrid,R-Ladies Madrid: Talk R in English,2019-10-15,inperson,2019,40.4167047,-3.7035825
rladies,barcelona,Improve your plots with ggplot2,2019-10-15,inperson,2019,41.3828939,2.1774322
rladies,perth,Book Club - R for Data Science,2019-10-15,inperson,2019,-31.9558933,115.8605855
rladies,atlanta,Welcome to the Tidyverse: An Introduction to R for Data Science,2019-10-14,inperson,2019,33.7489924,-84.3902644
rladies,new-delhi,R-Ladies Delhi Meetup #1,2019-10-13,inperson,2019,28.6138954,77.2090057
rladies,ankara,R Ladies Ankara Tanışma Toplantısı,2019-10-12,inperson,2019,39.7160439,32.7059948
rladies,istanbul,Ekim Etkinliği - 4.Sezon Açılışı: R Başlangıç Eğitimi,2019-10-12,inperson,2019,41.0766019,29.052495
rladies,tampa,Getting Started with Blogdown ,2019-10-12,inperson,2019,27.9477595,-82.458444
rladies,bogor,Linear regression using R!!,2019-10-12,inperson,2019,-6.5962986,106.7972421
rladies,melbourne,Intro to Data Analysis and Graphics with R,2019-10-11,inperson,2019,-37.8142454,144.9631732
rladies,san-diego,Welcome to the tidyverse! AKA: R for beginners 2.0,2019-10-10,inperson,2019,32.7174202,-117.1627728
rladies,irvine,Halloween Hackathon,2019-10-10,inperson,2019,33.6856969,-117.8259819
rladies,buffalo,BuffaloR and R-LadiesBuffalo Combo Meeting,2019-10-10,inperson,2019,37.7097669,-95.6974822
rladies,buffalo,BuffaloR and R-LadiesBuffalo Combo Meeting,2019-10-10,inperson,2019,37.7097669,-95.6974822
rladies,concepcion,Procesamiento de Información Geoespacial,2019-10-10,inperson,2019,-36.8270795,-73.0502399
rladies,columbus,Experience the power of version control! - Use Git with RStudio,2019-10-10,inperson,2019,39.9622601,-83.0007065
rladies,auckland,Spatial data and making maps in R,2019-10-10,inperson,2019,-36.852095,174.7631803
rladies,buffalo,BuffaloR and R-LadiesBuffalo Combo Meeting,2019-10-10,inperson,2019,37.7097669,-95.6974822
rladies,rtp,Reading Data from PDFs,2019-10-10,inperson,2019,35.8569851,-78.8682511
rladies,st-louis,Graphics in base R,2019-10-10,inperson,2019,38.6280278,-90.1910154
rladies,kyiv,Data Science Study Group,2019-10-09,inperson,2019,50.4500336,30.5241361
rladies,fayetteville,First R-Ladies Event,2019-10-09,inperson,2019,36.0625843,-94.1574328
rladies,austin,ALL the Ladies in Tech Happy Hour: Fall Edition!,2019-10-08,inperson,2019,30.2711286,-97.7436995
rladies,tc,October Meetup: Met Council Data Science,2019-10-08,inperson,2019,59.3318941,18.060944
rladies,philly,Network Analysis,2019-10-08,inperson,2019,39.9527237,-75.1635262
rladies,boulder,R Ladies Boulder Meetup #2: TidyTuesday,2019-10-08,inperson,2019,40.0149856,-105.270545
rladies,addis-ababa,Monthly R-Ladies Addis Ababa Meeting,2019-10-08,inperson,2019,9.0358287,38.7524127
rladies,ames,TidyTuesday,2019-10-08,inperson,2019,50.536715,2.4086536
rladies,east-lansing,Importing & Tidying Data w/ R,2019-10-07,inperson,2019,42.7320307,-84.4721678
rladies,toronto,October Event: Working with Text in R!,2019-10-05,inperson,2019,43.6534817,-79.3839347
rladies,la,Advanced R Book Club Part 4b: Metaprogramming,2019-10-05,inperson,2019,34.0536909,-118.242766
rladies,dc,"Books In Bars - Lab Girl: A story of trees, science, and love",2019-10-04,inperson,2019,4.6529539,-74.0835643
rladies,sydney,"Plot Twist: 10 Bake Offs, Visualized 11 Ways",2019-10-04,inperson,2019,-33.768528,150.9568559523945
rladies,puebla,Segunda Reunion R-Ladies Puebla!,2019-10-04,inperson,2019,18.833333,-98
rladies,lviv,A Tour of NASA’s Data Universe,2019-10-03,inperson,2019,49.841952,24.0315921
rladies,podgorica,The first R-Ladies Podgorica meetup,2019-10-03,inperson,2019,42.4415238,19.2621081
rladies,canberra,Literate Projecting by Alison Hill,2019-10-03,inperson,2019,-35.2975906,149.1012676
rladies,canberra,Workshop for Design a personal website with R by Dr Alison Hill,2019-10-03,inperson,2019,-35.2975906,149.1012676
rladies,adelaide,Keep Calm and Code,2019-10-03,inperson,2019,-34.9281805,138.5999312
rladies,kyiv,Data Science Study Group,2019-10-02,inperson,2019,50.4500336,30.5241361
rladies,buenos-aires,¡Nos visita Erin LeDell! ,2019-10-02,inperson,2019,-34.6075682,-58.4370894
rladies,concepcion,Cross MeetUp RLadies Concepción + Power BI Chile Concepción,2019-10-02,inperson,2019,-36.8270795,-73.0502399
rladies,dc,Job hunting and salary negotiation,2019-10-02,inperson,2019,4.6529539,-74.0835643
rladies,freiburg,Modeling in R - Part One,2019-10-02,inperson,2019,47.9960901,7.8494005
rladies,lancaster,Strings,2019-10-02,inperson,2019,40.08067,-76.2411283
rladies,ottawa,R-Ladies Ottawa - Fall Event,2019-10-02,inperson,2019,45.4208777,-75.6901106
rladies,brisbane,Introduction to Statistics with R,2019-10-02,inperson,2019,-27.4689682,153.0234991
rladies,amsterdam,Handling missing data in R,2019-10-02,inperson,2019,52.3730796,4.8924534
rladies,sydney,#ShutUpandCode,2019-10-02,inperson,2019,-33.768528,150.9568559523945
rladies,manchester,R-Ladies MCR at Thoughtworks,2019-10-01,inperson,2019,53.4794892,-2.2451148
rladies,ldnont,Intro to R programming and R Studio ,2019-10-01,inperson,2019,NA,NA
rladies,perth,Book Club - R for Data Science,2019-10-01,inperson,2019,-31.9558933,115.8605855
rladies,newcastle,October meetup,2019-10-01,inperson,2019,54.9738474,-1.6131572
rladies,johannesburg,September Meetup - Intro to writing your own Package in R,2019-10-01,inperson,2019,-26.205,28.049722
rladies,christchurch,Visualizing data with ggplot2,2019-10-01,inperson,2019,-43.530955,172.6364343
rladies,riverside,Welcome and Meet & Greet,2019-10-01,inperson,2019,33.7219991,-116.0372472
rladies,bariloche,R como un SIG: extracción de datos climáticos de WorldClim ¡TURNO TARDE!,2019-10-01,inperson,2019,-41.1334421,-71.3098425
rladies,ames,TidyTuesday,2019-10-01,inperson,2019,50.536715,2.4086536
rladies,bariloche,R como un SIG: extracción de datos climáticos de WorldClim,2019-10-01,inperson,2019,-41.1334421,-71.3098425
rladies,taipei,讓 R 使用者又愛又恨的因素向量（factor）,2019-09-30,inperson,2019,25.0375198,121.5636796
rladies,vancouver,Linear Regression and Analysis of Variance with R,2019-09-30,inperson,2019,49.2608724,-123.113952
rladies,oslo,Data tidying with dplyr and tidyr - with Athanasia Monika Mowinckel,2019-09-30,inperson,2019,59.9133301,10.7389701
rladies,dc,Beer tasting and analysis of resultant data,2019-09-29,inperson,2019,4.6529539,-74.0835643
rladies,novi-sad,Meetup #2 Osnove programiranja u R-u,2019-09-28,inperson,2019,45.2551338,19.8451756
rladies,xalapa,Introducción a R-Ladies Xalapa,2019-09-28,inperson,2019,19.5408338,-96.9146374
rladies,miami,DevFest Miami 2019 ,2019-09-28,inperson,2019,25.7741728,-80.19362
rladies,belo-horizonte,R Avançado - We R Ladies,2019-09-28,inperson,2019,-19.9225776,-43.9451356
rladies,athens-ga,R-Ladies Athens - September meeting,2019-09-27,inperson,2019,33.9597677,-83.376398
rladies,niteroi,Minicurso de introdução à linguagem R,2019-09-27,inperson,2019,-22.8884,-43.1147
rladies,san-diego,R for Beginners,2019-09-26,inperson,2019,32.7174202,-117.1627728
rladies,melbourne,Take a Sad Plot & Make It Better,2019-09-26,inperson,2019,-37.8142454,144.9631732
rladies,charlottesville,RLadies Cville turns 2! ,2019-09-26,inperson,2019,38.029306,-78.4766781
rladies,copenhagen,Exploration of Big Data and Machine Learning in Healthcare,2019-09-26,inperson,2019,55.6867243,12.5700724
rladies,san-jose,Introducción a Bookdown,2019-09-26,inperson,2019,37.3361663,-121.890591
rladies,chicago,September Double Header: Connecting R/RMarkdown & Microsoft Word using StatTag,2019-09-26,inperson,2019,41.8755616,-87.6244212
rladies,edinburgh,Introduction to Bayesian Statistical Modelling using brms,2019-09-26,inperson,2019,55.9533456,-3.1883749
rladies,adelaide,Keep Calm and Code,2019-09-26,inperson,2019,-34.9281805,138.5999312
rladies,kyiv,Data Science Study Group,2019-09-25,inperson,2019,50.4500336,30.5241361
rladies,guayaquil,¡Primer meet-up R-Ladies Guayaquil!,2019-09-25,inperson,2019,-2.1900563,-79.8868741
rladies,cdmx,Escribiendo funciones en R con Jenny Bryan,2019-09-25,inperson,2019,19.4326296,-99.1331785
rladies,seattle,Happy Hour Hangout,2019-09-25,inperson,2019,47.6038321,-122.330062
rladies,florianopolis,4º R-Ladies Floripa | Desigualdade de gênero e cor no Mercado da Tecnologia,2019-09-24,inperson,2019,-27.5973002,-48.5496098
rladies,austin,Book Club: Invisible Women Data Bias In a World Designed for Men,2019-09-24,inperson,2019,30.2711286,-97.7436995
rladies,chicago,September Double Header: Make a Personal Website with Blogdown in R,2019-09-24,inperson,2019,41.8755616,-87.6244212
rladies,philly,Code & Coffee,2019-09-24,inperson,2019,39.9527237,-75.1635262
rladies,east-lansing,Introduction to R/RStudio,2019-09-23,inperson,2019,42.7320307,-84.4721678
rladies,jakarta,R-Ladies Jakarta Third Meetup: Data Summary!,2019-09-21,inperson,2019,-6.175247,106.8270488
rladies,kansas-city,R-Ladies KC Kickoff Event,2019-09-21,inperson,2019,39.100105,-94.5781416
rladies,la,Advanced R Book Club Part 4a: Metaprogramming,2019-09-21,inperson,2019,34.0536909,-118.242766
rladies,lagos,satRday Lagos +  The Launch of RLadies Lagos.,2019-09-21,inperson,2019,6.4550575,3.3941795
rladies,queretaro,"Micro taller de Git, Github y RStudio",2019-09-20,inperson,2019,20.5927744,-100.3902245
rladies,niteroi,"Palestra: "" Análise das Bilheterias Mundiais do Cinema usando o R"" ",2019-09-20,inperson,2019,-22.8884,-43.1147
rladies,milan,#Tidytuesday workshop,2019-09-19,inperson,2019,45.4641943,9.1896346
rladies,lviv,Introduction into GraphXR,2019-09-19,inperson,2019,49.841952,24.0315921
rladies,nijmegen,R-Ladies Lightning talks!,2019-09-19,inperson,2019,51.842574850000005,5.838960628748229
rladies,boston,WiMLDS and R-Ladies Boston Data Visualization Challenge,2019-09-19,inperson,2019,42.3554334,-71.060511
rladies,bilbao,Visualización de datos: Introducción a ggplot2,2019-09-19,inperson,2019,43.2630018,-2.9350039
rladies,philly,Reporting Research with R Markdown,2019-09-19,inperson,2019,39.9527237,-75.1635262
rladies,montreal,R-Ladies Meeting: DashR by Ryan Kyle ,2019-09-19,inperson,2019,45.5031824,-73.5698065
rladies,adelaide,Keep Calm and Code,2019-09-19,inperson,2019,-34.9281805,138.5999312
rladies,kyiv,Data Science Study Group,2019-09-18,inperson,2019,50.4500336,30.5241361
rladies,kyiv,Data Science Study Group,2019-09-18,inperson,2019,50.4500336,30.5241361
rladies,madrid,R-Ladies Madrid + Grupo de usuarios de R: presentación del curso 2019-2020,2019-09-18,inperson,2019,40.4167047,-3.7035825
rladies,melbourne,Gold star reproducibility: containerisation with open-source tools,2019-09-18,inperson,2019,-37.8142454,144.9631732
rladies,baltimore,Data Products and Presentations with R Markdown,2019-09-18,inperson,2019,39.2908816,-76.610759
rladies,el-paso,First meeting of R-Ladies El Paso,2019-09-18,inperson,2019,31.7550511,-106.488234
rladies,canberra,Visualising high-dimensional data tutorial by Prof Di Cook,2019-09-18,inperson,2019,-35.2975906,149.1012676
rladies,canberra,Statistics on Street Corners by Prof Di Cook,2019-09-18,inperson,2019,-35.2975906,149.1012676
rladies,tc,September Meetup: Version Control,2019-09-17,inperson,2019,59.3318941,18.060944
rladies,bucharest,Lansare R-Ladies Bucharest Community #1,2019-09-17,inperson,2019,44.4361414,26.1027202
rladies,cape-town,#TidyTuesday Practical Session,2019-09-17,inperson,2019,-33.928992,18.417396
rladies,barcelona,Road to Data Sciece,2019-09-16,inperson,2019,41.3828939,2.1774322
rladies,scl,Mentoría: postulación becas de diversidad rstudio::conf 2020,2019-09-16,inperson,2019,-33.4093715,-70.7908989
rladies,dallas,September R-Ladies Community Meetup,2019-09-16,inperson,2019,32.7762719,-96.7968559
rladies,east-lansing,Data Science Journeys,2019-09-16,inperson,2019,42.7320307,-84.4721678
rladies,nashville,Package Development in R,2019-09-16,inperson,2019,36.1622767,-86.7742984
rladies,buenos-aires,Taller de Git y RStudio,2019-09-14,inperson,2019,-34.6075682,-58.4370894
rladies,tampa,Map Figures with Jordan C.,2019-09-14,inperson,2019,27.9477595,-82.458444
rladies,bogor,Classical tests in R!,2019-09-14,inperson,2019,-6.5962986,106.7972421
rladies,belo-horizonte,R Intermediário - We R Ladies,2019-09-14,inperson,2019,-19.9225776,-43.9451356
rladies,cambridge,R-Ladies Cambridge Organisers kick-off meeting,2019-09-13,inperson,2019,52.2055314,0.1186637
rladies,rotterdam,R-Ladies Social Drinks,2019-09-13,inperson,2019,51.9244424,4.47775
rladies,santa-rosa,Becas de diversidad rstudio::conf 2020. Te ayudamos a presentar tu postulación!,2019-09-13,inperson,2019,38.4404925,-122.7141049
rladies,recife,Conhecendo o R-Ladies ,2019-09-12,inperson,2019,-8.0584933,-34.8848193
rladies,sao-paulo,12º MeetUp R-Ladies SP: Introdução ao Git e GitHub,2019-09-12,inperson,2019,-23.5506507,-46.6333824
rladies,frankfurt,#6: Let’s git together: Introduction to git with github and gitkraken,2019-09-12,inperson,2019,50.1106444,8.6820917
rladies,iowa-city,Semester Kick-Off!,2019-09-12,inperson,2019,41.6612561,-91.5299106
rladies,adelaide,Introduction to R,2019-09-12,inperson,2019,-34.9281805,138.5999312
rladies,columbus,New advancements to tidyr package: Good riddance Gather and Spread! ,2019-09-12,inperson,2019,39.9622601,-83.0007065
rladies,helsinki,NLP with R,2019-09-12,inperson,2019,60.1674881,24.9427473
rladies,london,Text Mining Using Tidy Data Principles,2019-09-12,inperson,2019,51.5074456,-0.1277653
rladies,belgrade,R u analitici semantičkog veba: slučaj Wikidata; Izlagač: Dr G. S. Milovanović ,2019-09-11,inperson,2019,44.8178131,20.4568974
rladies,den-bosch,Launch event R-Ladies Den Bosch,2019-09-11,inperson,2019,51.6889387,5.303116
rladies,newyork,The Superlearner with sl3 and Parameterizing R Markdown Reports ,2019-09-10,inperson,2019,48.1187679,11.5485464
rladies,boulder,R-Ladies-Boulder Kickoff Meeting!,2019-09-10,inperson,2019,40.0149856,-105.270545
rladies,christchurch,Practice time for 'Reading and wrangling data in the Tidyverse',2019-09-10,inperson,2019,-43.530955,172.6364343
rladies,sydney,Learn to Pivot with Little Miss Tidyverse ,2019-09-10,inperson,2019,-33.768528,150.9568559523945
rladies,addis-ababa,Monthly R-Ladies Addis Ababa Meeting,2019-09-10,inperson,2019,9.0358287,38.7524127
rladies,gainesville,Social!,2019-09-09,inperson,2019,29.6519684,-82.3249846
rladies,rtp,#tidytuesday Work Group,2019-09-09,inperson,2019,35.8569851,-78.8682511
rladies,lviv,Webinar : Getting the Gist of GIS by Natasha Stamler,2019-09-08,inperson,2019,49.841952,24.0315921
rladies,charlottesville,Package Development Workshop,2019-09-08,inperson,2019,38.029306,-78.4766781
rladies,kyiv,Tech lunch: Data Science study group,2019-09-07,inperson,2019,50.4500336,30.5241361
rladies,kansas-city,R Ladies KC Inaugural Meetup,2019-09-07,inperson,2019,39.100105,-94.5781416
rladies,la,Advanced R Book Club Part 3b: Object Oriented Programming,2019-09-07,inperson,2019,34.0536909,-118.242766
rladies,concepcion,RMarkdown,2019-09-05,inperson,2019,-36.8270795,-73.0502399
rladies,budapest,Highlights from the useR! 2019 conference,2019-09-05,inperson,2019,47.4978918,19.0401609
rladies,lima,Minería de textos científicos: ¿Cómo analizar publicaciones sin leerlas?,2019-09-04,inperson,2019,-12.0621065,-77.0365256
rladies,freiburg,Thinking about and exploring data in R,2019-09-04,inperson,2019,47.9960901,7.8494005
rladies,lancaster,Tidy Data,2019-09-04,inperson,2019,40.08067,-76.2411283
rladies,perth,Seminar with Professor Inge Koch,2019-09-04,inperson,2019,-31.9558933,115.8605855
rladies,newcastle,September meetup,2019-09-03,inperson,2019,54.9738474,-1.6131572
rladies,christchurch,Reading and wrangling data in the Tidyverse,2019-09-03,inperson,2019,-43.530955,172.6364343
rladies,brisbane,Shiny Showcase - Statistical Society of Australia,2019-09-03,inperson,2019,-27.4689682,153.0234991
rladies,newyork,R-Ladies Book Club,2019-08-31,inperson,2019,48.1187679,11.5485464
rladies,kathmandu,Learning to Visualize Data,2019-08-31,inperson,2019,27.708317,85.3205817
rladies,kyiv,2019 VR/AR Challenge,2019-08-31,inperson,2019,50.4500336,30.5241361
rladies,valparaiso,Visualización de datos con ggplot y gganimate,2019-08-30,inperson,2019,-32.5976089,-70.8529753
rladies,concepcion,MySQL y R - Sistema de gestión de bases de datos relacional,2019-08-29,inperson,2019,-36.8270795,-73.0502399
rladies,dallas,August R-Ladies Community Meetup,2019-08-29,inperson,2019,32.7762719,-96.7968559
rladies,utrecht,Kick-Off R-Ladies Utrecht!,2019-08-29,inperson,2019,52.080985600000005,5.12768396945229
rladies,guayaquil,¡Primer meet-up R-Ladies Guayaquil!,2019-08-28,inperson,2019,-2.1900563,-79.8868741
rladies,seattle,Code Reviews! Learn how to review code & submit code for review,2019-08-28,inperson,2019,47.6038321,-122.330062
rladies,sydney,Gold star reproducibility with Saras Windecker,2019-08-28,inperson,2019,-33.768528,150.9568559523945
rladies,berlin,Hands on: Docker containers. Rational and a tutorial walk through.,2019-08-27,inperson,2019,52.5170365,13.3888599
rladies,cdmx,Ciencia de datos en CDMX: R meets Python,2019-08-27,inperson,2019,19.4326296,-99.1331785
rladies,charlottesville,Intro to RMarkdown & the Tidyverse: a Joint Meetup with RLadies & UvaR,2019-08-27,inperson,2019,38.029306,-78.4766781
rladies,johannesburg,August Meetup: Dysfunctional Bot - Generating Humorous Texts using spaCy,2019-08-27,inperson,2019,-26.205,28.049722
rladies,taipei,[Special Series] R在野生動物族群估算方面的應用,2019-08-26,inperson,2019,25.0375198,121.5636796
rladies,newyork,Back to WoRk,2019-08-26,inperson,2019,48.1187679,11.5485464
rladies,jakarta,R-Ladies Jakarta Second Meetup: R ABSOLUTE BEGINNER!,2019-08-25,inperson,2019,-6.175247,106.8270488
rladies,puebla,Primera reunión de R-Ladies Puebla!,2019-08-24,inperson,2019,18.833333,-98
rladies,la,Advanced R Book Club Part 3a: Object Oriented Programming,2019-08-24,inperson,2019,34.0536909,-118.242766
rladies,belo-horizonte,Introdução ao R - We R Ladies,2019-08-24,inperson,2019,-19.9225776,-43.9451356
rladies,florianopolis,3º Meetup R-Ladies Floripa,2019-08-22,inperson,2019,-27.5973002,-48.5496098
rladies,resistencia-corrientes,🔧Tutorial de manipulación de datos con dplyr,2019-08-22,inperson,2019,-27.3159439,-58.5679556
rladies,philly,PARTNER EVENT: Technical.ly Philly SUPER MEETUP,2019-08-22,inperson,2019,39.9527237,-75.1635262
rladies,canberra,Ausvet: R in Business!,2019-08-22,inperson,2019,-35.2975906,149.1012676
rladies,auckland,PredictHQ's ranking systems and event impact analysis with R,2019-08-21,inperson,2019,-36.852095,174.7631803
rladies,philly,Code & Coffee,2019-08-21,inperson,2019,39.9527237,-75.1635262
rladies,sydney,purrr with Rebecca Barter ,2019-08-21,inperson,2019,-33.768528,150.9568559523945
rladies,brisbane,"R-Ladies Brisbane August meetup, Rmarkdown, Creating Packages and more!",2019-08-21,inperson,2019,-27.4689682,153.0234991
rladies,vancouver,Linear Regression and Analysis of Variance with R,2019-08-20,inperson,2019,49.2608724,-123.113952
rladies,highland-park,R Hacky Hour,2019-08-20,inperson,2019,32.8334607,-96.7919454
rladies,boston,Breaking the Speed Limit [Marianna practices her R in Pharma talk],2019-08-19,inperson,2019,42.3554334,-71.060511
rladies,bogor,Classical tests in R!,2019-08-18,inperson,2019,-6.5962986,106.7972421
rladies,sao-paulo,11º MeetUp - R-Ladies São Paulo completa 1 ano!!!!,2019-08-17,inperson,2019,-23.5506507,-46.6333824
rladies,melbourne,Intro to R workshop - NEED TO REGISTER ON EVENTBRITE,2019-08-17,inperson,2019,-37.8142454,144.9631732
rladies,kyiv,Workshop: Practical R ,2019-08-15,inperson,2019,50.4500336,30.5241361
rladies,guayaquil,Introducción a RStudio,2019-08-15,inperson,2019,-2.1900563,-79.8868741
rladies,columbus,useR2019! Recap and overview of the latest and greatest,2019-08-15,inperson,2019,39.9622601,-83.0007065
rladies,montreal,R-Ladies Meeting: Introduction To R,2019-08-15,inperson,2019,45.5031824,-73.5698065
rladies,chicago,Twitter Text Analysis with @WeAreRLadies ,2019-08-14,inperson,2019,41.8755616,-87.6244212
rladies,dc,Data Science Best Practices,2019-08-13,inperson,2019,4.6529539,-74.0835643
rladies,christchurch,Intro to R and RStudio // Reproducibility,2019-08-13,inperson,2019,-43.530955,172.6364343
rladies,cape-town,Hidden Markov Models - An introduction,2019-08-13,inperson,2019,-33.928992,18.417396
rladies,addis-ababa,Monthly R-Ladies Addis Ababa Meeting,2019-08-13,inperson,2019,9.0358287,38.7524127
rladies,la,Advanced R Book Club Part 2: Functional Programming,2019-08-10,inperson,2019,34.0536909,-118.242766
rladies,tampa,Tampa R-Ladies Planning Committee Meeting ,2019-08-10,inperson,2019,27.9477595,-82.458444
rladies,irvine,R Package Development Workshop,2019-08-08,inperson,2019,33.6856969,-117.8259819
rladies,concepcion,MySQL y R-Project - Sistema de gestión de bases de datos relacional,2019-08-08,inperson,2019,-36.8270795,-73.0502399
